latitude, longitude, checkins, id, name
55.945918, 37.814313, 1, 4f967f69e4b0722f514ed265, Saab Airlines (rostokino-zhitnikovo)
55.9413957735, 37.8304234756, 15, 4f3fb712e4b020913c70e0a0, ГСК Сатурн
55.947971344, 37.8178367615, 1, 4fd4ba65e4b0a1f00747c4f9, ТЦ Вертикаль
55.9470376954, 37.8132168462, 4, 4f53416de4b07de37c744b46, риама
55.9504593388, 37.8178779284, 1, 4f58537ce4b0b09e3194fa5c, Сема Хом
55.940485, 37.830358, 1, 4f7feda0e4b0fdf500de854d, Шиномонтаж 9-20 Б/В
55.9396867837, 37.8317049894, 3, 4fc7ae87e4b0d8064c0a40c1, Теннис клуб "гейм")
55.941202, 37.830538, 1, 4fc24b13e4b0852f4c6d06df, Кладбище
55.9405287892, 37.8321569631, 7, 4f30f6d1e4b013bb0691f4c3, Гск Виктория
55.9309347248, 37.8163455899, 492, 4ec7cb59f79041351d1249a5, Город Юбилейный
55.939745, 37.831725, 2, 4fc0c87ee4b07a4edd375328, Корты в Юбилейном
55.9369954912, 37.8116081843, 658, 4dbb7c6993a08f9274a6ac9a, Пробка На Ярославке
55.9504593388, 37.8178779284, 12, 4f5347c8e4b063296deba091, yury's home
55.9436475203, 37.8136034808, 22, 4fa8ede6e4b02cc7403d560f, Прямо Стояк А Не Пробка
55.9404489295, 37.8139619159, 4, 4f770e12e4b04368dc503046, Врата Ада
55.9478722199, 37.8117609747, 8, 4fa8ee9ee4b0542abacd7c8d, Пруд в Челюскинском
55.9504593388, 37.8178779284, 280, 4e86f175be7b1043e4c9a0e4, Челюха
55.9497226691, 37.8154127305, 2, 4fb1faace4b0ea9c3a7a232d, Сбербанк
55.9435430543, 37.816481185, 3, 4f547595e4b0061516cd98bf, Yaroslavka
55.9395920484, 37.8122477783, 17, 4f696b0ce4b0674564d51a72, Sexoholic Car
55.942301734, 37.804233523, 1, 4f7ab540e4b07aaa5cb1a811, My 18'th B-day
55.9245304768, 37.8125044657, 45, 4ed4f0318b81e3224583b5ba, Мега Бургер
55.942526, 37.813272, 3, 4f9ccb3be4b03d83ed0c0b72, 305 Nissan X-trail :*
55.943191, 37.814971, 1, 4fa4b0d7e4b012fefcd154ad, гаражик
55.9460659797, 37.812958933, 5, 4f6af9b5e4b05595b5139ab8, запретка
55.943139178, 37.8134556099, 5, 4f798630e4b0f52dbaf70551, "Заповедная Сказка"
55.941225967, 37.8130267787, 1, 4fb4e81be4b0317077f63c15, пробка На Ярике
55.926059, 37.812507, 7, 4fb1f443e4b0ea9c3a78533b, Учебный корпус РКК Энергия
55.944, 37.814, 0, 4fb7a84ee4b0e951f0d07fd6, Врата ада.
55.941054, 37.811665, 2, 4faa76fde4b04c40ca582b0a, Custom Car Service
55.925629, 37.814141, 1, 4f9bf1e4e4b087d95d071026, Сан Часть
55.9500506302, 37.8084444797, 90, 4e500a0118383eb2af2a50c3, "ЧУМ" Челюскинский Универсальный Магазин
55.9485401274, 37.8085043278, 6, 4f1fec29e4b0aabf526cd46b, Сбербанк
55.9369954912, 37.8116081843, 658, 4dbb7c6993a08f9274a6ac9a, Пробка На Ярославке
55.9482048605, 37.799298108, 511, 4e106dcfd1647a0fff77a0dd, Платформа Челюскинская
55.9481766189, 37.7879064549, 13, 4f73770ae4b00743456358ee, В гостях у Арчи и Грея
55.9238689406, 37.7985057472, 28, 4f251fc3e4b047657a6a2d5e, Горка
55.9482498076, 37.7921461556, 192, 4f782221e4b0585981177b39, Природоохранная зона Мосводоканала
55.9335919224, 37.8108680372, 45, 4f0c5c05e4b087b6f756e22d, 499
55.926731, 37.791444, 16, 4f7c1eebe4b0c637fab82be4, Деканат ФЭСТ
55.9252672087, 37.7908884439, 101, 4ecf475b29c223f92782b954, Тренажерный Зал МГУЛ
55.9499060495, 37.8028831464, 1, 4fce4c00e4b044b22a246782, Канал Стайл Шашлычная
55.9522941054, 37.8070599087, 9, 4f58c073e4b0271fff3890c4, Na fazende u Vikosa
55.934142958, 37.7905954259, 5, 4f7897ebe4b015b23e295afc, Pavel's Home)))
55.9525322153, 37.795372072, 10, 4f9c2799e4b09fef5364d52d, Поселок Старых Большевиков
55.934142958, 37.7905954259, 9, 4f75d9f9e4b09b1013356542, Дачинский
55.9353314209, 37.8093360396, 6, 4fa05204e4b0e43340aba80d, caffinof
55.935595, 37.810016, 2, 4fc4ca8de4b031080b9035d3, ПРОБОЧНАЯ ПРОБКА НА ЯРИКЕ
55.93462, 37.808601, 1, 4fc2f316e4b05e4d30a03d77, Sexcar Lada 2109:D
55.934623, 37.810285, 1, 4f66e337e4b0777dfe904b03, ООО Агбина
55.9373738858, 37.8121647545, 4, 4f1687fae4b0958ec6476df3, Висс
55.9359212959, 37.8117704052, 20, 4d060730a26854815cb4bfbd, Санаторий Подлипки
55.9364245478, 37.8205560354, 1, 4f19d508e4b0aa50932082a5, Дача Max&O
55.9478153876, 37.7955534585, 4, 4fa4dd58e4b0bcbb469a45ac, Челюскинский
55.9500007, 37.7978225, 2, 4e0626ccc65b5bf27787b9e6, Hesburger
55.935728, 37.786563, 1, 4fd425e8e4b0b3abb3a4506c, Собака в Балакирево
55.9278118021, 37.7904220812, 402, 4ce0aa5f94c3b60c6aca72ea, Московский Государственный Университет Леса (МГУЛ)
55.9328840811, 37.7989854001, 169, 4ed891e54901c8be1b4e310b, Поселок строитель
55.9504593388, 37.8178779284, 280, 4e86f175be7b1043e4c9a0e4, Челюха
55.934142958, 37.7905954259, 66, 4f6d93c7e4b0725b6140c2b2, Дом Маши и Сережи
55.9504593388, 37.8178779284, 12, 4f5347c8e4b063296deba091, yury's home
55.9500506302, 37.8084444797, 90, 4e500a0118383eb2af2a50c3, "ЧУМ" Челюскинский Универсальный Магазин
55.9485401274, 37.8085043278, 6, 4f1fec29e4b0aabf526cd46b, Сбербанк
55.949464, 37.807578, 3, 4f902a49e4b0324e979166f5, Андан:(
55.9478722199, 37.8117609747, 8, 4fa8ee9ee4b0542abacd7c8d, Пруд в Челюскинском
55.934142958, 37.7905954259, 12, 4f9ed4a7e4b0a3d1de0c18f5, Массачучетс
55.948492, 37.808333, 2, 4f8707b8e4b0e5ed7248ed54, Диплом:(
55.9334851537, 37.7896432914, 18, 4f9e95cfe4b0849ad1f595ed, Яшкина дачка
55.9496089808, 37.8071639461, 1, 4ee30d3499119449ffb9b70b, Дом Творчества "Челюскинский"
55.9280068329, 37.7897900708, 61, 4ee1c7d0775b24730304d2c2, Курилка МГУЛ
55.934142958, 37.7905954259, 0, 4f662d89e4b0777dfdf8183d, Шишкина 24
55.9284647784, 37.790605357, 32, 4f300b44e4b03caf5581754c, Фитнес Факультет
55.9515164, 37.8083468, 15, 4e500514b0fb088f3c243509, Спортивная Площадка
55.9504593388, 37.8178779284, 2, 4fd478e5e4b03f13ecf649cb, Garden Of Romance
55.9295349121, 37.7896842957, 4, 4ef2211882310969a7d8d121, Общежитие #2
55.9358056946, 37.80206433, 19, 4fba72a9e4b0c2549a839866, Home
55.9286566144, 37.7882998757, 38, 4f7ab57ce4b0dd0dafa7a815, Маленькая Стоянка МГУЛ
55.9377822876, 37.8075065613, 0, 4fd49162e4b034e1fa8b90e0, электричка москва красноармейск
55.943178, 37.800757, 1, 4fa8f06ae4b0f8fbf1129083, Meadow At The Cheluha
55.9267846253, 37.7905949561, 2, 4fb36a3ae4b0327b1f948123, 2513 Аудитория
55.934142958, 37.7905954259, 24, 4f9b01dbe4b0de6266e162de, Няшная Кроваточка
55.9357150281, 37.8020493791, 13, 4fc4f869e4b066035cd04066, Ул.Лермонтова,д.42
55.9355822921, 37.8016188429, 26, 4f804621e4b05766b16d9710, Город Мытищи
55.925591, 37.772153, 12, 4dfb5477d164f73de7cc9f4c, АЗС Исткор М
55.9399918788, 37.7780154355, 13, 4fc4ec34e4b00f7de6c97986, Элитарный притон "Назрово"
55.9400149091, 37.7742703563, 47, 4eef34fc6c25c7f9d3f96649, Барабашкин'с Хаус
